id,acceptedanswerid,owneruserid
"2447","",""
"50684","",""
"59204","",""
"103184","",""
"110458","",""
"93100","",""
"130264","",""
"169951","",""
"173567","",""
"180239","",""
"184112","",""
"232231","",""
"233240","",""
"253002","",""
"212763","",""
"284538","",""
"287597","",""
"340272","",""
"358449","",""
"367530","",""
"368792","",""
"421553","",""
"429006","",""
"440568","",""
"469267","",""
"488310","",""
"538894","",""
"541620","",""
"559223","",""
"567300","",""
"650101","",""
"681385","",""
"734611","",""
"754205","",""
"746377","",""
"786656","",""
"778476","",""
"797275","",""
"797626","",""
"812639","",""
"839213","",""
"843900","",""
"847240","",""
"861255","",""
"864331","",""
"892193","",""
"897405","",""
"899190","",""
"900610","",""
"901369","",""
"945703","",""
"929714","",""
"967593","",""
"967773","",""
"970612","",""
"975329","",""
"982027","",""
"1030905","",""
"1031588","",""
"1033296","",""
"1040353","",""
"1049238","",""
"1069008","",""
"1078156","",""
"1090392","",""
"1093817","",""
"1098754","",""
"1104565","",""
"1107007","",""
"1113292","",""
"1118932","",""
"1147985","",""
"1149118","",""
"1152555","",""
"1165040","",""
"1154628","",""
"1210824","",""
"1211333","",""
"1216755","",""
"1221785","",""
"1235027","",""
"1240546","",""
"1262360","",""
"1263350","",""
"1252448","",""
"1278806","",""
"1283982","",""
"1287180","",""
"1309029","",""
"1333974","",""
"1335413","",""
"1354803","",""
"1362209","",""
"1386112","",""
"1407042","",""
"1407815","",""
"1410514","",""
"1417271","",""
"1426861","",""
"1450674","",""
"1455434","",""
"1455782","",""
"1456704","",""
"1490468","",""
"1497680","",""
"1498519","",""
"1503840","",""
"1529182","",""
"1542027","",""
"1570939","",""
"1572581","",""
"1564182","",""
"1591315","",""
"1601898","",""
"1623343","",""
"1627045","",""
"1627325","",""
"1632748","",""
"1652127","",""
"1666213","",""
"1677465","",""
"1690601","",""
"1715296","",""
"1716989","",""
"1764064","",""
"1782293","",""
"1807627","",""
"1808583","",""
"1841167","",""
"1845906","",""
"1787670","",""
"1881137","",""
"1885979","",""
"1889643","",""
"1904516","",""
"1951252","",""
"1983521","",""
"1999842","",""
"2020737","",""
"2022481","",""
"2073876","",""
"2124907","",""
"2125320","",""
"2148924","",""
"2151166","",""
"2122952","",""
"2133594","",""
"2147846","",""
"2191078","",""
"2196054","",""
"2198508","",""
"2211285","",""
"2225243","",""
"2240459","",""
"2244165","",""
"2244559","",""
"2245913","",""
"2246319","",""
"2236269","",""
"2266537","",""
"2274596","",""
"2275671","",""
"2306369","",""
"2329815","",""
"2335502","",""
"2337643","",""
"2346134","",""
"2356037","",""
"2374866","",""
"2375903","",""
"2380566","",""
"2381006","",""
"2387691","",""
"2403093","",""
"2404543","",""
"2414373","",""
"2414525","",""
"2419806","",""
"2452470","",""
"2471712","",""
"2476458","",""
"2503986","",""
"2526039","",""
"2534127","",""
"2542120","",""
"2561999","",""
"2563978","",""
"2573332","",""
"2578645","",""
"2580379","",""
"2599273","",""
"2593126","",""
"2634713","",""
"2650073","",""
"2653192","",""
"2653348","",""
"2640496","",""
"2659473","",""
"2669446","",""
"2682476","",""
"2687864","",""
"2692797","",""
"2697310","",""
"2705940","",""
"2709453","",""
"2728174","",""
"2732808","",""
"2739981","",""
"2740831","",""
"2757689","",""
"2758048","",""
"2761529","",""
"2771487","",""
"2773892","",""
"2784288","",""
"2794970","",""
"2799503","",""
"2800390","",""
"2811420","",""
"2814456","",""
"2831542","",""
"2841350","",""
"2852474","",""
"2883727","",""
"2890655","",""
"2901237","",""
"2908914","",""
"2910902","",""
"2919602","",""
"2920434","",""
"2920812","",""
"2944275","",""
"2974987","",""
"2983855","",""
"2991389","",""
"2936172","",""
"3015537","",""
"3018198","",""
"3038284","",""
"3054173","",""
"3056058","",""
"3058156","",""
"3068673","",""
"3083184","",""
"3084440","",""
"3091069","",""
"3091646","",""
"3087168","",""
"3107810","",""
"3115204","",""
"3146847","",""
"3172123","",""
"3174747","",""
"3177198","",""
"3189354","",""
"3192490","",""
"3200088","",""
"3207054","",""
"3207360","",""
"3210030","",""
"3213068","",""
"3229474","",""
"3249015","",""
"3226810","",""
"3290881","",""
"3275035","",""
"3317989","",""
"3331894","",""
"3332283","",""
"3340657","",""
"3401200","",""
"3415953","",""
"3424752","",""
"3441282","",""
"3454632","",""
"3464972","",""
"3477452","",""
"3479603","",""
"3449535","",""
"3532351","",""
"3532840","",""
"3535951","",""
"3545992","",""
"3546074","",""
"3552680","",""
"3566305","",""
"3571063","",""
"3577748","",""
"3582496","",""
"3588263","",""
"3588484","",""
"3597242","",""
"3600973","",""
"3601815","",""
"3650553","",""
"3653805","",""
"3658604","",""
"3698066","",""
"3707016","",""
